layer,nr,cvs,kappas,type
0,265,-4.50000000*3.00000000,8.00000000e+00*8.00000000e+00,node
0,266,-4.50000000*4.50000000,8.00000000e+00*8.00000000e+00,node
0,267,-4.50000000*6.00000000,1.60000000e+01*1.60000000e+01,node
0,268,-4.50000000*7.50000000,8.00000000e+00*8.00000000e+00,node
0,269,-4.50000000*9.00000000,4.00000000e+00*4.00000000e+00,node
0,270,-4.50000000*10.50000000,4.00000000e+00*4.00000000e+00,node
0,271,-4.50000000*12.00000000,2.00000000e+00*2.00000000e+00,node
0,272,-4.50000000*13.50000000,2.00000000e+00*2.00000000e+00,node
0,273,-4.50000000*15.00000000,2.00000000e+00*2.00000000e+00,node
0,274,-4.50000000*16.50000000,2.00000000e+00*2.00000000e+00,node
0,275,-4.50000000*18.00000000,2.00000000e+00*2.00000000e+00,node
0,276,-4.50000000*19.50000000,1.00000000e+00*1.00000000e+00,node
0,277,-4.50000000*21.00000000,4.00000000e+00*4.00000000e+00,node
0,278,-3.00000000*-22.50000000,8.00000000e+00*8.00000000e+00,node
0,279,-3.00000000*-21.00000000,4.00000000e+00*4.00000000e+00,node
0,280,-3.00000000*-19.50000000,4.00000000e+00*4.00000000e+00,node
0,281,-3.00000000*-18.00000000,1.60000000e+01*1.60000000e+01,node
0,282,-3.00000000*-16.50000000,4.00000000e+00*4.00000000e+00,node
0,283,-3.00000000*-15.00000000,2.00000000e+00*2.00000000e+00,node
0,284,-3.00000000*-13.50000000,2.00000000e+00*2.00000000e+00,node
0,285,-3.00000000*-12.00000000,4.00000000e+00*4.00000000e+00,node
0,286,-3.00000000*-10.50000000,8.00000000e+00*8.00000000e+00,node
0,287,-3.00000000*-9.00000000,8.00000000e+00*8.00000000e+00,node
0,288,-3.00000000*-7.50000000,4.00000000e+00*4.00000000e+00,node
0,289,-3.00000000*-6.00000000,4.00000000e+00*4.00000000e+00,node
0,290,-3.00000000*-4.50000000,8.00000000e+00*8.00000000e+00,node
0,291,-3.00000000*-3.00000000,8.00000000e+00*8.00000000e+00,node
0,292,-3.00000000*-1.50000000,2.00000000e+00*2.00000000e+00,node
0,293,-3.00000000*0.00000000,4.00000000e+00*4.00000000e+00,node
0,294,-3.00000000*1.50000000,4.00000000e+00*4.00000000e+00,node
0,295,-3.00000000*3.00000000,8.00000000e+00*8.00000000e+00,node
0,296,-3.00000000*4.50000000,4.00000000e+00*4.00000000e+00,node
0,297,-3.00000000*6.00000000,4.00000000e+00*4.00000000e+00,node
0,298,-3.00000000*7.50000000,8.00000000e+00*8.00000000e+00,node
0,299,-3.00000000*9.00000000,8.00000000e+00*8.00000000e+00,node
0,300,-3.00000000*10.50000000,4.00000000e+00*4.00000000e+00,node
0,301,-3.00000000*12.00000000,4.00000000e+00*4.00000000e+00,node
0,302,-3.00000000*13.50000000,2.00000000e+00*2.00000000e+00,node
0,303,-3.00000000*15.00000000,4.00000000e+00*4.00000000e+00,node
0,304,-3.00000000*16.50000000,4.00000000e+00*4.00000000e+00,node
0,305,-3.00000000*18.00000000,2.00000000e+00*2.00000000e+00,node
0,306,-3.00000000*19.50000000,2.00000000e+00*2.00000000e+00,node
0,307,-3.00000000*21.00000000,2.00000000e+00*2.00000000e+00,node
0,308,-1.50000000*-22.50000000,4.00000000e+00*4.00000000e+00,node
0,309,-1.50000000*-21.00000000,1.60000000e+01*1.60000000e+01,node
0,310,-1.50000000*-19.50000000,2.00000000e+00*2.00000000e+00,node
0,311,-1.50000000*-18.00000000,4.00000000e+00*4.00000000e+00,node
0,312,-1.50000000*-16.50000000,4.00000000e+00*4.00000000e+00,node
0,313,-1.50000000*-15.00000000,8.00000000e+00*8.00000000e+00,node
0,314,-1.50000000*-13.50000000,8.00000000e+00*8.00000000e+00,node
0,315,-1.50000000*-12.00000000,8.00000000e+00*8.00000000e+00,node
0,316,-1.50000000*-10.50000000,8.00000000e+00*8.00000000e+00,node
0,317,-1.50000000*-9.00000000,4.00000000e+00*4.00000000e+00,node
0,318,-1.50000000*-7.50000000,4.00000000e+00*4.00000000e+00,node
0,319,-1.50000000*-6.00000000,4.00000000e+00*4.00000000e+00,node
0,320,-1.50000000*-4.50000000,8.00000000e+00*8.00000000e+00,node
0,321,-1.50000000*-3.00000000,4.00000000e+00*4.00000000e+00,node
0,322,-1.50000000*-1.50000000,2.00000000e+00*2.00000000e+00,node
0,323,-1.50000000*0.00000000,1.00000000e+00*1.00000000e+00,node
0,324,-1.50000000*1.50000000,1.00000000e+00*1.00000000e+00,node
0,325,-1.50000000*3.00000000,4.00000000e+00*4.00000000e+00,node
0,326,-1.50000000*4.50000000,8.00000000e+00*8.00000000e+00,node
0,327,-1.50000000*6.00000000,4.00000000e+00*4.00000000e+00,node
0,328,-1.50000000*7.50000000,8.00000000e+00*8.00000000e+00,node
0,329,-1.50000000*9.00000000,8.00000000e+00*8.00000000e+00,node
0,330,-1.50000000*10.50000000,8.00000000e+00*8.00000000e+00,node
0,331,-1.50000000*12.00000000,4.00000000e+00*4.00000000e+00,node
0,332,-1.50000000*13.50000000,2.00000000e+00*2.00000000e+00,node
0,333,-1.50000000*15.00000000,4.00000000e+00*4.00000000e+00,node
0,334,-1.50000000*16.50000000,8.00000000e+00*8.00000000e+00,node
0,335,-1.50000000*18.00000000,4.00000000e+00*4.00000000e+00,node
0,336,-1.50000000*19.50000000,2.00000000e+00*2.00000000e+00,node
0,337,-1.50000000*21.00000000,4.00000000e+00*4.00000000e+00,node
0,338,0.00000000*-22.50000000,8.00000000e+00*8.00000000e+00,node
0,339,0.00000000*-21.00000000,4.00000000e+00*4.00000000e+00,node
0,340,0.00000000*-19.50000000,2.00000000e+00*2.00000000e+00,node
0,341,0.00000000*-18.00000000,2.00000000e+00*2.00000000e+00,node
0,342,0.00000000*-16.50000000,4.00000000e+00*4.00000000e+00,node
0,343,0.00000000*-15.00000000,4.00000000e+00*4.00000000e+00,node
0,344,0.00000000*-13.50000000,2.00000000e+00*2.00000000e+00,node
0,345,0.00000000*-12.00000000,8.00000000e+00*8.00000000e+00,node
0,346,0.00000000*-10.50000000,8.00000000e+00*8.00000000e+00,node
0,347,0.00000000*-9.00000000,4.00000000e+00*4.00000000e+00,node
0,348,0.00000000*-7.50000000,2.00000000e+00*2.00000000e+00,node
0,349,0.00000000*-6.00000000,4.00000000e+00*4.00000000e+00,node
0,350,0.00000000*-4.50000000,8.00000000e+00*8.00000000e+00,node
0,351,0.00000000*-3.00000000,8.00000000e+00*8.00000000e+00,node
0,352,0.00000000*-1.50000000,4.00000000e+00*4.00000000e+00,node
0,353,0.00000000*0.00000000,1.00000000e+00*1.00000000e+00,node
0,354,0.00000000*1.50000000,1.00000000e+00*1.00000000e+00,node
0,355,0.00000000*3.00000000,2.00000000e+00*2.00000000e+00,node
